"user_id";"user_external_id";"ID";"answered";"Zeer eens";"Eens";"Niet eens/niet oneens";"Oneens";"Zeer oneens"
4931;"11.17.2346268";1631620;"13-09-2021 21:42:03";1;;;;
18870;"9.21.14220207";1633455;"14-09-2021 19:47:16";;1;;;
18885;"9.21.16420222";1634421;"16-09-2021 10:16:20";;;1;;
18879;"9.21.15320216";1634457;"16-09-2021 13:08:33";;;1;;
18892;"9.21.17520229";1634557;"17-09-2021 07:56:29";;1;;;
18896;"9.21.17520233";1639129;"17-09-2021 20:30:34";;;1;;
18906;"9.21.18620243";1640565;"18-09-2021 08:13:25";;1;;;
16827;"11.20.10218164";1643155;"18-09-2021 13:26:51";1;;;;
18464;"7.21.13219801";1650577;"19-09-2021 16:44:14";1;;;;
18952;"9.21.22320289";1657570;"22-09-2021 14:23:53";;1;;;
