"user_id";"user_external_id";"ID";"answered";"Zeer eens";"Eens";"Niet eens/niet oneens";"Oneens";"Zeer oneens"
4931;"11.17.2346268";1631621;"13-09-2021 21:42:11";;;;;1
18870;"9.21.14220207";1633456;"14-09-2021 19:47:49";;;;1;
18885;"9.21.16420222";1634422;"16-09-2021 10:16:24";;;1;;
18879;"9.21.15320216";1634458;"16-09-2021 13:08:47";;;;1;
18892;"9.21.17520229";1634558;"17-09-2021 07:56:36";;;1;;
18896;"9.21.17520233";1639130;"17-09-2021 20:30:51";;1;;;
18906;"9.21.18620243";1640567;"18-09-2021 08:13:38";;;;1;
16827;"11.20.10218164";1643166;"18-09-2021 13:26:56";;;1;;
18464;"7.21.13219801";1650578;"19-09-2021 16:44:27";;;1;;
18952;"9.21.22320289";1657571;"22-09-2021 14:23:58";;;;1;
