ID,Gender,Leeftijd,Provincie,Habitat,Opleiding,Beroep,Pot Groen,Pot CD&V,Pot N-VA,Pot Vooruit,Pot VB,Pot VLD,Pot PVDA,Voorkeur,Aversie,Stem 2019,Waarom sp.a in 2019 maar nu niet Vooruit?,Waarom niet sp.a in 2019 maar nu wel?,Vertrouwen BEL regering,Vertrouwen De Croo,Vertrouwen VLA regering,Vertrouwen Jambon,Grootste probleem is waarmee ons land momenteel wordt geconfronteerd?,Conner Rousseau: Kent u ... ?,Meryame Kitir: Kent u ... ?,Frank Vandenbroucke: Kent u ... ?,Vincent Van Quickenborne: Kent u ... ?,Alexander De Croo: Kent u ... ?,Bart Somers: Kent u ... ?,Egbert Lachaert: Kent u ... ?,Hilde Crevits: Kent u ... ?,Joachim Coens: Kent u ... ?,Wouter Beke: Kent u ... ?,Annelies Verlinden: Kent u ... ?,Meyrem Almaci: Kent u ... ?,Petra De Sutter: Kent u ... ?,Tom Van Grieken: Kent u ... ?,Dries Van Langenhove: Kent u ... ?,Peter Mertens: Kent u ... ?,Bart De Wever: Kent u ... ?,Jan Jambon: Kent u ... ?,Theo Francken: Kent u ... ?,Ben Weyts: Kent u ... ?,Zuhal Demir: Kent u ... ?,Conner Rousseau: Potentieel,Meryame Kitir: Potentieel,Frank Vandenbroucke: Potentieel,Vincent Van Quickenborne: Potentieel,Alexander De Croo: Potentieel,Bart Somers: Potentieel,Egbert Lachaert: Potentieel,Hilde Crevits: Potentieel,Joachim Coens: Potentieel,Wouter Beke: Potentieel,Annelies Verlinden: Potentieel,Meyrem Almaci: Potentieel,Petra De Sutter: Potentieel,Tom Van Grieken: Potentieel,Dries Van Langenhove: Potentieel,Peter Mertens: Potentieel,Bart De Wever: Potentieel,Jan Jambon: Potentieel,Theo Francken: Potentieel,Ben Weyts: Potentieel,Zuhal Demir: Potentieel,Positieve woorden om Vooruit (vroeger sp.a) te omschrijven?,Label positieve woorden Vooruit,Negatieve woorden Vooruit (vroeger sp.a) te omschrijven?,Kolom,Label negatieve woorden Vooruit,Overall sentiment,Waarin verschilt Vooruit volgens u van sp.a?,Label verschil
299,Man,31,Vlaams-Brabant,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Ja,Nee,Ja,Nee,Nee,Nee,CD&V,"{N-VA,VB,PVDA}",CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,De coronapandemie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Het zorgt voor een vernieuwde, frisse en jonge look van de partij",Innovatie - Vernieuwing,De naam werd gestolen van zaal Vooruit in Gent,,Gestolen naam,Evenwichtig,Het is nu meer een beweging dan een partij,Gedrag: open
506,Vrouw,69,West-Vlaanderen,Stedelijke gemeenten,hoger algemeen secundair onderwijs,"Middenkader, verantwoordelijk voor 5 werknemers of minder",Nee,Nee,Ja,Nee,Ja,Nee,Nee,N-VA,{VLD},N-VA,,,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Immigratie de immigranten kunnen wij niet blijven onderhouden,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Pfff geen interesse,Geen,De vooruit alom bekend in gent,,Gestolen naam,Negatief,Niets,Geen
1169,Man,51,Vlaams-Brabant,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Nee,Ja,Nee,Ja,PVDA,"{Groen,CD&V,Vooruit,VLD}",PVDA,,,weet niet,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,geen idee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Ja,"Geen, domme naamsverandering, inhoud bepaalt waar een partij voor staat.",Geen,Dief.,,Gestolen naam,Negatief,niet,Geen
992,Man,75,Vlaams-Brabant,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,Vooruit,VB,PVDA}",N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Te veel politiekers en te veel verdienen,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,geen,Geen,Diefstal,,Gestolen naam,Negatief,Niks,Geen
339,Vrouw,27,Vlaams-Brabant,GROTE agglomeraties,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{Geen},VB,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Veel vertrouwen,Vervreemding,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,?,Geen,Dieven,,Gestolen naam,Negatief,De naam,Naam
970,Vrouw,30,Oost-Vlaanderen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Ja,Nee,Nee,Nee,Nee,Nee,Ja,PVDA,{VB},PVDA,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Klimaat politiestaat,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,,,,Nee,,Nee,,,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Naamdiefstal,Geen,Dieven,,Gestolen naam,Negatief,Dezelfde,Geen
214,Man,52,Oost-Vlaanderen,Andere gemeenten,"licentiaat, master, postgraduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,CD&V,Vooruit,VB,PVDA}",N-VA,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Straffeloosheid van de (kleine en/of midnderjarige) misdadigers,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,,,Nee,Nee,,Ja,Ja,Ja,Nee,Ja,Dieven,Geen,Dieven een poging om te teren op de bekendheid van hun nieuwe naam,,Gestolen naam,Negatief,"Enkel qua naam, inhoud blijft dezelfde",Naam
167,Vrouw,47,Oost-Vlaanderen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Ja,Ja,Nee,Ja,Nee,Nee,VB,{Vooruit},CD&V,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Vreemdelingen.,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Geen,Geen,Dikke nekken,,Divers,Negatief,Rousseau,C: figuur
98,Man,78,Limburg,Andere gemeenten,"lager TSO, BSO of artistiek (1ste 3 jaar)",Gepensioneerde,Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,{Groen},N-VA,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,"Het respect bestaat niet meer... hiervoor bestaat in het algemeen geen opleiding meer ... niet thuis , niet op school .. niet nationaal ... Wat is er mis met een opleiding in respect zoals vroeger in het leger ? OHH ja ... omdat ik reeds wat ouder ben wordt hier helemaal geen rekening meer mee gehouden ...EN JA, Vroeger was het op dit punt VEEL BETER !!!",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Wat kan er positief zitten voor de mensen in een naam ?,Geen,Dikke zever,,Alles,Negatief,Niets,Geen
630,Vrouw,26,Oost-Vlaanderen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"Bestuurd door mensen die niet gekozen zijn door de kiezers. Een samenhokken van partijen, enkel en alleen om een mooi, dikbetaald jobje te hebben. Hoe ze dit verkregen hebben maakt hen niks uit. Daarbij neemt er geen enkele zijn verantwoordelijk op omdat ze teveel verschillen van elkaar en dus maar liever laten begaan om toch het zo fel begeerde postje niet te verliezen. De bevolking komt duidelijk niet op de eerste plaats. Daarbij, veel te veel ministers. Laat ons maar teruggaan naar vroeger met één regering. Zou de financiën heel wat ten goede komen. Nu worden er gewoon maar postjes gecreëerd om iedereen wat blij te maken maar deze kosten enkel geld, geld van de bevolking trouwens, en die dragen nergens toe bij. Nog een mooi voorbeeld gehad de laatste weken in Antwerpen wat politiekers met ons geld doen. En spijtig genoeg steekt er geen enkele zijne kop uit. Het is alsof ze van de aardbol verdwenen zijn. Splitsing van België zou niet misstaan.",Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Ja,Ja,,Nee,Nee,Ja,Nee,Nee,"Kan er niks positiefs over zeggen. Het is niet omdat ze met een nieuwe naam komen en ene met basketbalsloefjes, dat het beter zal worden.",Geen,Doen niets voor eigen volk. Zoals de meesten altijd commentaar tot wanneer ze het zelf voor het zeggen hebben en dan is het nog steeds de schuld van een ander.,,Niet opkmen voor eigen volk (eerst),Negatief,NIKS,Geen
301,Man,26,Vlaams-Brabant,Andere gemeenten,"kandidaat, bachelor, graduaat",Scholier/Student / in opleiding,Nee,Ja,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,VB,PVDA}",N-VA,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Coronacrisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Geen,Geen,"Doet me denken aan New Labour (posterboy die aan politiek doet, schept weinig vertrouwen)",,Marketingstunt,Negatief,Niks,Geen
578,Vrouw,25,West-Vlaanderen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Ja,Nee,Nee,Ja,Nee,Nee,Ja,PVDA,{VB},sp.a,Naar mijn gevoel doen ze tegenwoordig meer voor mensen met andere origine in vergelijking met de gewone werkmensen (zoals vroeger).,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,De organisatie en waardering van de Gezondheidszorg.,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,,,,Nee,,,Nee,,Nee,,,,Nee,Nee,,Nee,Nee,Nee,,,Hopelijk ook interne veranderingen? Hopelijk prioriteiten op orde stellen.,Geen,Doet met voor anderen dan eigen bevolking.,,Niet opkmen voor eigen volk (eerst),Negatief,Prioriteiten?,Beleid: niet inspelend op
1097,Man,31,Vlaams-Brabant,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Ja,Ja,Nee,Ja,Nee,Nee,Nee,Blanco,"{N-VA,VB,VLD,PVDA}",Niet stemmen,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,"Te veel regeringen, waardoor er oneffeciënt wordt gewerkt. Te hoge overheidsuitgave",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ze blijven niet stilstaan, niet bij de pakken zit en willen verder gaan niet blijven stilstaan",Gedrag: Gedreven,"Doet nogal denken aan de feestzaal vooruit, hierdoor kan er verwarring ontstaan",,Slechte naamkeuze,Evenwichtig,Andere naam gewoon,Naam
1010,Man,77,Oost-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Groen,{VB},CD&V,,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,het niet goed functioneren van het land,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,dom,Geen,Dom,,Naïef,Negatief,geen verschil,Geen
212,Man,51,Oost-Vlaanderen,Andere gemeenten,"kandidaat, bachelor, graduaat","Middenkader, verantwoordelijk voor 5 werknemers of minder",Nee,Ja,Nee,Nee,Nee,Ja,Nee,VLD,"{Groen,N-VA,Vooruit,VB,PVDA}",VLD,,,Veel vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,"Het probleem met ons land is dat er teveel achterpoortjes zijn om toelagen te krijgen, zeker voor migranten.",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Ze zijn wel voor sociale gelijkheid en sociale zekerheid.,Kernthema's (gelijkheid & soc. zekerheid),Door alles gratis te maken voor bepaalde bevolkingsgroepen dient de gewone burger er financieel voor op te draaien.,,Niet opkomen voor middenklasse,Evenwichtig,de naam,Naam
1079,Vrouw,69,West-Vlaanderen,Andere gemeenten,lager algemeen secundair onderwijs (1ste 3 jaar),Gepensioneerde,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Vooruit,"{Groen,CD&V,VB,VLD,PVDA}",N-VA,,"In sommige zaken en beslissingen ontgoocheld door N-VA,  het lijkt me niet de partij van de gewone man, zoals de Vooruit toch meer is, en ook de nieuwe en jonge partijvoorzitter is veelbelovend",Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,"De economie weer op gang krijgen na corona, de mensen die in armoede beland zijn weer een vooruitzicht geven",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Vooruitstrevend - vernieuwend - strijdbaar,Innovatie - Vernieuwing,Door slechte verkiezingsuitslagen van de laatste jaren is de invloed en macht beperkt.,,Ontbreekt daadkracht,Evenwichtig,"Nog geen idee, valt af te wachten",Geen
581,Vrouw,47,Oost-Vlaanderen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Ja,Nee,Nee,Nee,Nee,Nee,CD&V,{VB},CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Economisch herstel,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verjonging,Brand identity: Verjonging,Drang tot vernieuwing,,Geen,Positief,Niks,Geen
95,Man,43,Vlaams-Brabant,GROTE agglomeraties,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{Geen},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Allochtonen,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Dieven,Geen,Dueven,,Gestolen naam,Negatief,Niks,Geen
1156,Man,68,West-Vlaanderen,Stedelijke gemeenten,"lager TSO, BSO of artistiek (1ste 3 jaar)",Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,{Groen},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Haantjes gedrach tussen de partijen,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,,Ja,Ja,,Ja,Ja,Ja,Nee,Nee,"Geen, schandalig",Geen,Echt schandalig dat ze de naam van andre verenigingen afnemen,,Gestolen naam,Negatief,Tonen nogmaals hun scheinheilig gezicht,Geen
889,Man,49,Limburg,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Werkloos,Ja,Ja,Ja,Nee,Nee,Ja,Nee,N-VA,{VB},N-VA,,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,weet niet,Ons land wordt niet meer bestuurd door te veel regeringen. Ieder politicus wil zijn zegje doen en iets in de pap te brokken hebben. En een bevolking die precies niet meer (zelf)kan (na)denken.,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Blijven dromen   ;-),Geen,"Een naamsverandering is één ding, verandering (in positieve zin) een ander.",,Marketingstunt,Negatief,Er is geen verandering/verschil.,Geen
879,Vrouw,41,Oost-Vlaanderen,Stedelijke gemeenten,hoger algemeen secundair onderwijs,Arbeidsongeschikt,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,{Groen},VB,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Uiteraard de covid crisis maar ook migratie en het geweld en drugsmisbruik dat daaruit voort komt,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,,Nee,,Ja,Ja,,Ja,Nee,Ja,Nee,Nee,Een partij die kortweg 'vooruit wil. Kort en bondig,Gedrag: Gedreven,Er is door die naamsverandering niets concreets veranderd aan deze partij,,Marketingstunt,Evenwichtig,Niet,Geen
729,Man,73,West-Vlaanderen,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,"De staats hervorming,",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,"Er is niets positief aan,",Geen,"Er is niets positief aan,",,Alles,Negatief,Niets,Geen
1176,Vrouw,33,Vlaams-Brabant,Stedelijke gemeenten,hoger secundair beroepsonderwijs (BSO),"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Ja,Nee,Ja,Nee,Ja,Ja,PVDA,{VB},PVDA,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Armoede,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Er komen geen positieve opmerkingen naar boven,Geen,Erg dat je creatief zo dood bent dat je een naam moet stelen,Saai,Gestolen naam,Negatief,Er is geen verschil,Geen
1105,Man,47,Oost-Vlaanderen,GROTE agglomeraties,hoger algemeen secundair onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Coronageklungel,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ik heb er geen .,Geen,Eén pot nat .,,Schandalen,Negatief,Nergens .,Geen
1068,Vrouw,49,West-Vlaanderen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,{Vooruit},N-VA,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Corona crisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,geen,Geen,Frank Vandenbroucke,,Slecht leiderschap,Negatief,Niks,Geen
110,Vrouw,59,West-Vlaanderen,Stedelijke gemeenten,hoger secundair beroepsonderwijs (BSO),Geschoold arbeider,Nee,Nee,Ja,Ja,Ja,Nee,Nee,N-VA,{CD&V},N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,CORONA,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,,,,,Nee,Nee,,,,Nee,,,,Ja,,,Ja,Nee,Ja,Nee,,GEEN IDEE,Ongeldig,GEEN,,Ongeldig,Ongeldig,NIET,Geen
136,Vrouw,46,Vlaams-Brabant,Andere gemeenten,"licentiaat, master, postgraduaat","Middenkader, verantwoordelijk voor 5 werknemers of minder",Nee,Nee,Ja,Nee,Nee,Ja,Nee,VLD,"{Groen,Vooruit,VB,PVDA}",N-VA,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,MET DIE VERDOMDE CORONACRISIS,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,,Nee,Nee,Nee,,Ja,Ja,Ja,Ja,Ja,GEEN MENING,Ongeldig,GEEN,,Ongeldig,Ongeldig,Geen,Geen
379,Vrouw,62,Vlaams-Brabant,Andere gemeenten,"licentiaat, master, postgraduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Ja,Ja,Ja,Ja,Nee,Ja,Ja,Weet niet,{VB},Weet niet,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,teveel die de macht willen hebben en die betaald moeten worden om in de vergaderingen hun krant te komen lezen,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Nee,,,Nee,,Ja,Ja,,Nee,,,,,,Nee,,,Nee,Nee,,Nee,,VOORUITGANG,Innovatie - Vernieuwing,GEEN,,Geen,Positief,GEEN,Geen
